08478600	      352	T NW .5 N of 12	32350	3.25	47.272652	-119.918053
08322900	      355	S NW  0.01 S of 9	31550	2.00	47.21814	-119.896652
08311700	      356	9 NW @ S	30250	2.00	47.218437	-119.897003
08479400	      357	E SE N of 12	20790	4.55	46.918682	-119.388496
08606200	      358	5 NW @ R NW	93010	15.09	47.161293	-119.874916
08222500	      359	3 NW  at SR 281	36200	2.49	47.132229	-119.853058
08203700	      360	3 NW  East of P NW	36200	1.00	47.132278	-119.821968
08272400	      361	2 NW  Hendrickson	31140	3.60	47.117737	-119.835747
08100500	      362	P NW  FEEDLOT NORTH	36250	5.79	47.150295	-119.832497
08753300	   365	G SW  NORTH OF 10 SW	12710	3.56	46.945545	-119.64283
08421000	      366	ADAMS DIST 10 FIRE	91017	1.16	46.915619	-119.749336
07983100	      367	N SW  0.3 S of 12 SW	11750	0.95	46.912045	-119.791985
08420200	      368	K SW  SOUTH OF 11 SW	12010	0.86	46.915779	-119.727493
08283900	      369	O SW 1.2 N of 11	11910	1.19	46.945633	-119.81337
08128100	      370	E SE .8 mi S of 13 SE	20790	2.26	46.88586	-119.389816
08414600	      371	Adams Rd  .6 N of 11 SW	91017	2.75	46.938335	-119.749855
08312000	      372	M SW  ASPARAGUS	11850	2.12	46.945465	-119.771065
08454600	      373	1 NW .5 W of U	30990	8.48	47.101978	-119.950089
08448500	      374	BASELINE WEST	93000	1.08	47.087337	-119.959831
08018400	      375	V SW  SOUTH OF BASELINE	30550	0.54	47.079533	-119.961449
08103100	      376	Dodson 1.3 N of 9 NW	91030	25.18	47.241535	-119.554512
08711500	   377	A NW NORTH OF 9 NW	37950	3.28	47.242519	-119.511497
08711600	      378	9 NW  EAST OF A NW	93020	12.14	47.221809	-119.509727
08673900	      380	7 NW  EAST OF DODSON	39200	1.28	47.192287	-119.538933
08616800	      381	DODSON SOUTH OF 7 NW	91030	21.04	47.181698	-119.554543
07990000	      382	H NW @ WEST CANAL	30430	2.28	47.253464	-119.661133
07964600	      383	G NW @ West Canal	37410	0.15	47.2519	-119.639816
08010900	      384	J NW @ PUMPING PLANT	36950	0.31	47.253613	-119.703491
08643700	      385	K NW @ WEST CANAL	30410	5.63	47.251667	-119.725082
08714500	      386	M NW         ADAMS RD. N	91017	24.50	47.246613	-119.76812
08089900	      387	O NW @ WEST CANAL	36350	0.60	47.243088	-119.810806
08714400	      388	7 NW @ West Canal	31700	4.01	47.190453	-119.876007
08653500	      389	5 NW @ The Chute	93010	16.12	47.160149	-119.896797
08673800	      390	3 NW @ West Canal	31200	0.99	47.132175	-119.874832
08616900	      391	George South--North	91035	1.48	47.06369	-119.855812
08606100	      392	George South--South	91035	4.01	47.027195	-119.855736
08653700	      393	O SW @ FRENCHMEN HILLS	15910	0.02	47.001488	-119.814072
08425700	      394	BEVERLY BURKE/WEST CANAL	93000	5.94	47.097301	-119.862755
08605900	      395	Adams Rd @ Frenchmen	91017	6.33	46.987209	-119.760529
07976600	      396	Frenchmen  East of Adams	91035	10.95	46.986412	-119.756622
08054900	      397	K SW  S of Frenchmen	12355	0.03	46.986431	-119.727432
08101600	      398	I SW @ FRENCHMEN HILLS	16030	8.41	46.981155	-119.685051
08254700	      400	ADAMS 1ST S OF FRENCHMEN	91017	3.94	46.955532	-119.749947
08266000	      402	J SW NORTH OF 10 SW	12390	0.69	46.952751	-119.706291
08283700	      403	Hilltop 1	30520	0.84	47.030441	-119.957558
08267700	      404	Hilltop 2	30520	0.90	47.030445	-119.95903
08392600	      405	Hilltop  3	30520	0.97	47.03035	-119.960373
08466900	      406	24 SW EAST OF MATTAWA	91050	5.67	46.736988	-119.797569
07974900	      407	L SW .9 S of 24	91045	6.15	46.7295	-119.746414
07999300	      408	I SW 1.0 S of 24	10560	0.99	46.722435	-119.684433
08336100	      409	M SW  MAUGHN FEEDLOT	10610	1.35	46.756401	-119.767799
08394900	      410	K SW .4 N of 22.5	91047	1.88	46.764118	-119.726044
08285600	      411	I SW .5 N of Wahluke Rd	10550	2.10	46.767303	-119.684525
08337200	      412	G SW .4 N of Wahluke Rd	91049	1.93	46.765079	-119.64286
08390600	      413	E SW .6 N of Wahluke Rd	10640	1.95	46.766529	-119.601219
08147300	      415	F SE @ COUNTY LINE	20800	6.91	46.884525	-119.36882
08395000	      416	E SW @ 10.2 SW	12990	1.95	46.941715	-119.600594
08454300	      417	B SE   NORTH OF 12 SE	20550	7.47	46.921989	-119.45137
08393100	      418	H SE  0.6 S of 10 SE	92005	1.25	46.930714	-119.323235
08231900	      419	E.3 SW South of Frenchme	18510	0.25	46.968201	-119.607445
08337100	      421	A SW    NORTH OF 11 SW	13950	1.84	46.935196	-119.515152
08266200	      422	D SW SOUTH OF FRENCHMEN	18990	0.69	46.954662	-119.579002
08447400	      423	C SE  NORTH OF 12 SE	20650	0.71	46.923008	-119.430328
07978500	      424	M.5 SW @ 24 SW	10315	0.02	46.736637	-119.779655
08757900	   425	Cresent Bar on to Island	31790	2.60	47.215092	-119.994568
08711800	      427	O SW @ 23 SW	91043	8.35	46.754139	-119.810806
08711900	      428	R SW @ 23 SW	91041	0.00	46.752026	-119.874931
08730000	SSB 101	W NE @ 53.5 NE	95037	38.72	47.868141	-118.9963
08730100	SSB 102	52 NE  EAST OF W NE	55420	0.56	47.844887	-118.985168
08777800	SSB 104	23 and G NW	93048	7.05	47.425373	-119.644485
08756100	SSB 105	48 NE  West  of R NE	54200	4.17	47.786533	-119.107796
08730200	SSB 106	S NE @ 47 NE	54350	1.30	47.771919	-119.083275
08777900	SSB 107	P NE South of 30 NE	53750	5.16	47.511677	-119.149498
08730300	SSB 109	P NE   NORTH OF 46 NE	53750	22.41	47.760368	-119.148087
08133600	SSB 124	P NE @ 34 NE	53750	10.11	47.583141	-119.149254
08752400	SSB 127	U.5 NE   Pig Palace	54870	0.44	47.663128	-119.030533
08730400	SSB 128	T NE @ 39 NE	52550	12.11	47.655537	-119.063423
08846500	SSB 133	34 NE .6 West of V	52800	1.40	47.582272	-119.029297
08428200	SSB 134	R NE  @   49 NE	95037	29.03	47.799709	-119.104897
08730600	SSB 135	30 NE WEST OF O NE	51700	0.12	47.524658	-119.19001
08821500	SSB 136	R NE  0.2 North of 37	95037	17.23	47.629246	-119.106194
08730700	SSB 137	33 NE & V NE	52700	5.01	47.567661	-119.020714
08054500	SSB 143	R NE 0.2 South of 48	95037	27.91	47.783371	-119.104851
08845800	SSB 144	R NE  1/2 South of 29	95037	8.34	47.500854	-119.106842
08034000	SSB 148	42 NE Wooden Box	53500	4.30	47.699013	-119.065277
08730800	SSB 149	23 NW  E of Sagebrush	93048	8.88	47.425571	-119.683517
08752500	SSB 150	SHEEP CANYON	93048	6.11	47.4142	-119.635216
08730900	SSB 152	19 NW EAST OF B NW	34200	2.64	47.368931	-119.526871
08731000	SSB 153	19 NW  WEST OF A	34200	2.04	47.368996	-119.514091
08731100	SSB 154	SAGEBRUSH FLATS TIMMY'S	93047	9.85	47.400574	-119.700584
08155600	SSB 155	15.5  BADGER	45780	0.87	47.312943	-118.981834
08832400	SSB 159	R NE  South of 27	95037	6.77	47.477932	-119.106834
08832600	SSB 160	R NE  .8 N of Bennet Rd	95037	5.44	47.459591	-119.10247
08832500	SSB 161	R NE  0.9 South of 27	95037	6.01	47.467953	-119.103226
08755800	SSB 162	O NE 2.1 North of 44	54150	4.22	47.76009	-119.169655
08752600	SSB 163	V NE  BOX	95003	5.21	47.790859	-119.018349
08731300	SSB 164	NORTON CANYON	33450	8.23	47.326614	-119.584412
08161900	SSB 165	Q NE  Stacked Rock	52250	4.71	47.487835	-119.128098
08731500	SSB 166	X NE NORTH OF 44	54950	4.82	47.731716	-118.975594
08777700	SSB 168	W NE   Marlin North	95035	22.19	47.442326	-118.978294
08731600	SSB 169	16 NW  SIEVERKROPP	33150	8.39	47.328842	-119.634491
08731700	SSB 170	48 & S NE	54200	3.01	47.786488	-119.083183
08101100	SSB 171	Sagebrush Flats @ 23 NW	93048	9.38	47.425453	-119.694336
08752900	SSB 173	BAIRD SPRINGS-EAST END	32300	3.33	47.338943	-119.632607
08778000	SSB 174	SSB 174  High High Hill	50610	6.91	47.513103	-119.427689
08732600	  SSB 175	U NE  RAILROAD CULVERTS	54850	2.64	47.707958	-119.040642
08753000	  SSB 182	42 NE @ R	53500	6.01	47.699165	-119.103935
08752800	  SSB 183	R NE @ 42	95037	22.17	47.700714	-119.105499
08752700	SSB 185	F NE   THOMPSON CREEK	50910	0.76	47.434807	-119.359329
08731900	SSB 204	W NE @ 11 NE	95035	7.99	47.246029	-119.001091
08732000	SSB 209	W NE @ 5 NE	95035	1.93	47.158352	-119.001961
08732100	SSB 210	W NE @ 3 NE	43520	0.21	47.127251	-119.002159
08059400	SSB 223	Trapped by a Skunk	22520	0.67	46.976437	-119.104202
08190000	SSB 226	2 SE  Fishing Hole	92020	2.59	47.057457	-119.160545
08174100	SSB 227	3 SE Fishing Hole 2	22000	1.89	47.042843	-119.14782
08732200	SSB 306	OVEREN @ BAIRD SPRINGS	32890	0.02	47.316734	-119.877335
08732300	SSB 308	BAIRD SPRINGS	32300	9.11	47.336754	-119.788879
08753100	SSB 320	VANTAGE RD @ HILL BOTTOM	30520	2.80	47.022217	-119.993088
08755900	SSB 322	Division Point 1  NW	39610	0.05	47.163372	-119.484406
08047300	SSB 340	Q NW  @  MARTIN RD	32850	1.93	47.261436	-119.853455
08066300	  SSB 343	11 NW  .2 West of Q	32780	4.23	47.248455	-119.858017
08482500	SSB 349	12.5 NW  @  R NW	32640	0.01	47.267998	-119.876411
08415400	SSB 353	R NW @ MARTIN RD	30330	0.01	47.262707	-119.875183
08442400	SSB 354	Baird Spring .3 S Tunnel	32300	19.10	47.270916	-119.964386
08100700	SSB 363	P NW Feedlot Middle	36250	5.95	47.147976	-119.832466
08195900	SSB 364	4 NW @ P NW	36300	0.01	47.146717	-119.832253
08159500	  SSB 401	S SW @ 9 SW	15000	4.51	46.959812	-119.898788
08732400	SSB 405	B SE at Crab Creek	20550	0.57	46.82251	-119.454025
08268400	  SSB 420	D SW  1.2 S of Frenchmen	18990	1.18	46.947651	-119.579079
08753500	TNL 379	BAIRD SPRINGS TUNNEL	32300	18.95	47.272938	-119.963127
08892000	   330	Adams road at Martin	32470	1.19	47.261169	-119.76841
08892300	   332	Martin road at Adams road	30400	7.30	47.260971	-119.768623
08892100	   334	11 NW at Adams	32780	0.01	47.248779	-119.768372
08896400	  110	Stratford Culverts	94025	20.78	47.423889	-119.287781
08892200	  331	Adams at 11.5 NW	91017	25.04	47.253929	-119.768074
08882900	416400175	HUNTER CREEK	41640	1.76	47.31271	-123.202812
08825300	0000320P	NW 149th Ped Bridge	41300	1.37	45.728828	-122.689857
08572100	0328	CORPORATE WOODS BRIDGE	25150	0.23	45.657833	-122.559952
08708900	00000338	SALMON CREEK CULVERT	94130	0.39	45.708733	-122.639313
08879900	0000036742	Surro Ave CSO Tank #42	00042	3.01	47.676388	-117.339333
08607300	00001350	BURNT BRIDGE CRK CULVERT	01350	10.00	45.634365	-122.614632
08710200	00001352	BURNT BRIDGE CREEK	86000	0.10	45.634861	-122.584969
08224900	3	BROOKS SL-STEAMBOAT S RD	92170	0.07	46.269081	-123.454613
08843600	00062-LT	Sweet Creek Lower Trail Br	80031	10.30	48.823555	-117.397446
08843700	00062-MT	Sweet Creek Middle Trail Br	80031	10.73	48.824638	-117.399445
08843800	00062-UT	Sweet Creek Upper Trail Br	80031	10.73	48.823917	-117.399582
08572400	10	COVERED BRIDGE GRAYS RIV	11890	0.11	46.354721	-123.581024
0016991B	  2/1W-S	W-S RAMP OVER HEWITT AVE	00002	0.09	47.979031	-122.19014
0007888B	  2/2W-N	W-N RAMP OVER EVERETT AVE	00002	0.09	47.981541	-122.185921
0008085A	  2/2W-S	W-S RAMP OVER S-E RAMP	00002	0.09	47.980659	-122.18792
0008085B	  2/2W-W	US 2 WB OVER S-E RAMP	00002	0.09	47.980762	-122.187866
0015511A	  2/3S	SNOHOMISH RIVER	00002	0.22	47.978916	-122.185013
0015511B	  2/4S	EBEY ISLAND VIADUCT	00002	0.67	47.978149	-122.175514
0008378Z	  2/5A	HOME ACRES RD	00002	0.77	47.978584	-122.173553
0015511E	  2/5BP1	HOMEACRES RD BIKE/PED	00002	0.77	47.978149	-122.174133
0015511F	  2/5BP2	HOMEACRES RD BIKE/PED	00002	0.77	47.976658	-122.173416
0008266B	  2/5N	SNOHOMISH RIVER BRIDGE	00002	0.18	47.980667	-122.184387
0014428A	  2/5S	DEADWATER SLOUGH BR	00002	0.78	47.978165	-122.174149
0015511C	  2/6E-S	E-S RAMP	00002	1.08	47.978104	-122.167389
0008378E	  2/6N	EBEY ISLAND VIADUCT	00002	0.75	47.978416	-122.172775
0013995A	  2/6S	EBEY SLOUGH BRIDGE	00002	0.97	47.978031	-122.170288
0007923A	  2/6S-W	EBEY-W RAMP   AL RAMP	00002	1.13	47.978359	-122.163918
0007923B	  2/6W-N	W-EBEY RAMP   DL RAMP	00002	2.04	47.978329	-122.146385
0014428B	  2/7A	EBEY SLOUGH	00002	2.06	47.978249	-122.144463
0013995C	  2/7ECD	CAVALERO CORNER COL-DIST	00002	2.06	47.978001	-122.142029
0013995D	  2/7E-E	E-E RAMP TO SR 204	00002	2.06	47.977833	-122.138252
0007651B	  2/7N	EBEY SLOUGH BRIDGE	00002	2.06	47.978397	-122.168915
0013995B	  2/7S	SLOUGH DRAINAGE BRIDGE	00002	2.06	47.977833	-122.142113
0008176A	  2/7W-W	W-W RAMP OVER SR 204	00002	2.06	47.97847	-122.137001
0013995E	  2/8E-E	E-E RAMP TO 20TH ST SE	00002	2.06	47.978001	-122.13736
0018286A	  2/8.5N-W	N-W RAMP (BICKFORD AVE) OVER US 2	00002	3.89	47.959389	-122.121803
0011298A	  2/9	US 2 OVER 87TH AVE	00002	4.37	47.954632	-122.1147
0011537A	  2/10	PILCHUCK RIVER BRIDGE	00002	6.37	47.944359	-122.075699
0012050A	  2/11	THREE LAKES RD OVER US 2	00000	0.00	47.935001	-122.07
0012149A	  2/12	88TH ST SE OVER US 2	00000	0.00	47.915615	-122.072205
0003386C	  2/17	FRENCH CREEK	00002	11.41	47.889862	-122.027557
0003386D	  2/18	US 2 OVER FARM ROAD	00002	11.68	47.886364	-122.024651
00200340	  2/19.25	CREEK	00002	12.93	47.872498	-122.007889
0003695A	  2/22	WOODS CREEK	00002	15.37	47.857277	-121.961441
0002580A	  2/26	SULTAN RIVER	00002	22.04	47.8606	-121.821304
0004116A	  2/28	WAGLEYS CREEK	00002	23.07	47.864029	-121.800667
0002649A	  2/30	WALLACE RIVER	00002	26.51	47.866165	-121.728218
0014406A	  2/32.25	DRAINAGE CULVERT	00002	27.13	47.863808	-121.715889
0001649A	  2/35	SKYKOMISH R	00002	30.28	47.8377	-121.658028
000000OA	  2/36	RAILROAD OVER US 2	00002	30.97	47.834167	-121.646889
0001706A	  2/37	PROCTOR CREEK	00002	31.07	47.834057	-121.644775
0001706B	  2/38	NO NAME CREEK	00002	33.34	47.821415	-121.613808
0001706C	  2/39	ANDERSON CREEK	00002	34.25	47.814529	-121.597359
0001667A	  2/40	S FK SKYKOMISH RIVER	00002	35.21	47.812454	-121.578796
0002268A	  2/42	RAILROAD OVER US 2	00002	35.92	47.810307	-121.566193
0002059A	  2/45	US 2 OVER RAILROAD	00002	38.61	47.802307	-121.515999
0013077A	  2/46	EAGLE FALLS CRK	00002	38.98	47.797112	-121.51442
0016276A	  2/48	BARCLAY CREEK	00002	39.96	47.786556	-121.501167
0013077B	  2/49	STREAM	00002	40.07	47.785641	-121.499474
0013077C	  2/101	SLOUGH	00002	40.73	47.777779	-121.492332
0013077D	  2/102	STREAM	00002	40.98	47.774918	-121.48864
0013077E	  2/103	STREAM	00002	41.40	47.770332	-121.482918
0013077F	  2/104	BEAVER CREEK	00002	42.66	47.756084	-121.464584
0012746A	  2/105	US 2 OVER RAILROAD	00002	43.06	47.752945	-121.459473
0013391A	  2/106	STREAM	00002	43.88	47.745777	-121.446136
0013391B	  2/107	STREAM	00002	44.43	47.74086	-121.437141
0002228A	  2/108	TUNNEL	00002	45.98	47.730583	-121.407524
0002228B	  2/109	STREAM	00002	46.31	47.728214	-121.401932
0002228C	  2/110	STREAM	00002	46.49	47.727169	-121.397942
0002228D	  2/111	STREAM	00002	46.76	47.724445	-121.394585
0013470A	  2/112	SLOUGH	00002	47.28	47.719303	-121.387024
0002228F	  2/113	STREAM	00002	47.71	47.716267	-121.379524
0002228G	  2/114	STREAM	00002	47.91	47.71344	-121.376251
0002397A	  2/115A	JOHN GLICK HENRY MEM BR	00002	48.70	47.710339	-121.360939
0002332A	  2/116	S FK SKYKOMISH RIVER	00002	49.65	47.714169	-121.342003
0002561A	  2/118	ANTHRACITE CREEK	00002	50.55	47.712029	-121.322975
0002561B	  2/119	S FORK SKYKOMISH RIVER	00002	51.02	47.712029	-121.313164
0015050A	  2/120	CREEK	00002	54.00	47.716026	-121.252586
0015050B	  2/121	ALPINE CR DRAINAGE	00002	54.44	47.716717	-121.243309
0015050C	  2/123	TYE RIVER	00002	55.31	47.717583	-121.224968
0002607A	  2/125	DECEPTION CR	00002	56.74	47.715057	-121.194557
0003163A	  2/126	TYE RIVER 2ND X-ING	00002	58.19	47.711807	-121.165001
0003163B	  2/127	TYE R 1ST CROSSING	00002	58.77	47.711876	-121.152946
0013565A	  2/128	US 2 OVER RAILROAD	00002	58.87	47.712387	-121.15033
0002719A	  2/130N	TUNNEL CREEK	00002	60.31	47.71814	-121.122749
0012825A	  2/130S	TUNNEL CREEK	00002	60.31	47.718025	-121.122635
0017857A	  2/150P	US 2 UNDER PEDESTRIAN	00002	64.55	47.745388	-121.089668
0017143A	  2/202C	MILL CREEK CULVERT	00002	70.21	47.774193	-121.013054
0001933A	  2/203	RAILROAD OVER US 2	00002	71.79	47.769215	-120.984352
0013281A	  2/204	NASON CREEK	00002	72.65	47.773556	-120.967918
000000MF	  2/207	NASON CR	00002	81.36	47.769112	-120.803001
000000HS	  2/210	RAILROAD OVER US 2	00002	86.99	47.724728	-120.73658
0016102A	  2/210.25	SKINNEY CREEK NO 1	00002	87.10	47.723381	-120.736565
0016102B	  2/211.25	SKINNEY CREEK NO 2	00002	87.67	47.714649	-120.740135
0016102C	  2/211.55	SKINNEY CREEK NO 3	00002	88.02	47.710365	-120.741997
0018385A	  2/211.65	SKINNEY CREEK NO 4	00002	88.58	47.702999	-120.744423
0018139D	  2/211.75	SKINNEY CREEK NO 5	00002	89.38	47.692516	-120.739807
0018139A	  2/212	CHIWAUKUM CREEK	00002	89.81	47.686951	-120.736191
